#{"t_start": 1745776270.3942888, "env_id": "None"}
r,l,t
174793.953236,52,95.258322
172141.767274,52,95.270115
180421.966495,52,95.281946
178304.576363,52,95.29443
164340.412289,52,95.30621
171908.673562,52,95.31806
167924.4645,52,95.329872
169762.73185,52,95.342822
153781.224468,52,95.355599
135669.082846,52,95.367981
172009.172363,52,95.379921
169113.914043,52,95.392754
167458.117813,52,95.40501
160381.575437,52,95.417137
170193.437559,52,95.429487
164549.531645,52,95.442261
171657.802224,52,95.454087
169252.364992,52,95.465988
170025.170183,52,95.477797
169565.234903,52,95.490562
169887.862746,52,95.502459
173300.014946,52,95.514397
167728.457163,52,95.526131
175324.847247,52,95.538466
178553.577111,52,95.550673
178982.886678,52,95.562964
177822.544467,52,95.574851
183786.846805,52,95.587254
152237.449367,52,95.599624
181390.950891,52,95.612478
167700.403147,52,95.626123
178939.124416,52,95.643036
171825.554002,52,95.657988
170454.653641,52,95.671036
179573.846008,52,95.683922
174725.382002,52,95.697721
183588.354794,52,95.710798
169974.617274,52,95.723476
180594.833785,52,95.736103
171700.575743,52,95.749471
172070.713515,52,95.76231
166959.095166,52,95.774573
175547.115076,52,95.786504
165203.156725,52,95.799193
159640.0533,52,95.811206
169741.173446,52,95.823029
171846.694466,52,95.834879
165699.547184,52,95.847726
170447.31732,52,95.860002
159908.530331,52,95.872532
171986.96785,52,95.884926
166133.099352,52,95.897742
169945.351919,52,95.909854
169654.205582,52,95.922046
167516.703072,52,95.93407
169104.526241,52,95.946753
161687.920198,52,95.958661
166571.41444,52,95.97052
155470.678474,52,95.982591
165570.303435,52,95.994805
168591.713463,52,96.006606
164787.367581,52,96.018442
171160.958108,52,96.030283
173601.228641,52,96.042661
174877.72308,52,96.055081
163451.908933,52,96.067509
168706.33902,52,96.080095
172043.660466,52,96.092862
175713.466717,52,96.105491
162814.320132,52,96.11812
171661.315643,52,96.131024
167551.12564,52,96.143898
170049.30817,52,96.156346
178525.422469,52,96.168509
166088.082578,52,96.180239
178109.453493,52,96.192661
173769.104018,52,96.204601
171597.356977,52,96.21673
174408.365309,52,96.228495
176180.942016,52,96.24089
176303.506705,52,96.252766
177538.161119,52,96.264839
173068.484566,52,96.276729
141331.955934,52,96.288949
169217.504388,52,96.301476
166030.616231,52,96.313805
172051.074588,52,96.326324
169043.913986,52,96.339155
173488.191583,52,96.351759
168869.862405,52,96.364381
162499.339532,52,96.376718
162573.130697,52,96.389699
161164.311173,52,96.40177
165261.337097,52,96.413669
174136.786043,52,96.425787
169889.887546,52,96.438463
165380.141893,52,96.450712
165212.669786,52,96.462579
166522.652488,52,96.474473
168405.809444,52,96.487084
166965.934639,52,96.498914
163065.365995,52,96.510764
167099.789809,52,96.522641
164671.594811,52,96.535004
168682.494383,52,96.547215
168059.542072,52,96.559377
164798.499236,52,96.571772
172101.802559,52,96.584639
175242.795046,52,96.597005
150315.156639,52,96.609336
173476.768732,52,96.621554
171828.878664,52,96.634347
178335.200065,52,96.646322
166523.045405,52,96.658003
168330.191569,52,96.669999
155642.793218,52,96.682176
148484.671397,52,96.694347
171507.591812,52,96.706107
173943.959511,52,96.717951
164725.770055,52,96.730306
168012.542815,52,96.742181
172820.866576,52,96.753999
165321.763409,52,96.765771
162848.562966,52,96.777967
174909.611495,52,96.790278
165340.323602,52,96.8026
157729.078323,52,96.814943
164858.292448,52,96.827673
150627.883065,52,96.840142
168343.767522,52,96.852599
168871.666534,52,96.865135
176567.815923,52,96.877828
177664.481633,52,96.890056
175385.866593,52,96.901925
174430.412414,52,96.913762
167218.465071,52,96.926516
173621.521274,52,96.938484
150424.107235,52,96.950389
162634.191027,52,96.962296
162007.841628,52,96.974652
162991.304953,52,96.986506
150292.228336,52,96.99834
169633.935825,52,97.010071
147971.974831,52,97.022394
148900.46967,52,97.034495
149442.41357,52,97.046616
150000.779101,52,97.059215
162536.036029,52,97.072057
157760.33549,52,97.084591
146904.953395,52,97.096937
169979.762252,52,97.109341
157054.569815,52,97.122117
143364.298642,52,97.134284
148671.146028,52,97.146415
148014.197242,52,97.158574
135315.061538,52,97.170702
152064.382535,52,97.182478
165523.631243,52,97.194226
140528.769728,52,97.205844
146344.573725,52,97.218106
165913.066149,52,97.229901
156904.229957,52,97.241686
147601.22551,52,97.253609
162504.92051,52,97.265665
163779.850549,52,97.277894
165269.276859,52,97.290954
158666.41556,52,97.303296
159376.943749,52,97.315912
166147.906607,52,97.328139
172548.68374,52,97.340359
160541.47499,52,97.352657
156538.308166,52,97.365641
163394.760051,52,97.378169
168592.512602,52,97.390357
141894.928754,52,97.402394
160352.518226,52,97.414809
160896.581741,52,97.426596
160935.690851,52,97.43835
162111.52279,52,97.450096
168023.229774,52,97.462394
167085.100167,52,97.474246
160124.283124,52,97.486023
166925.57668,52,97.497794
162968.321658,52,97.510066
153098.429488,52,97.522285
162024.030167,52,97.534573
156147.175826,52,97.546762
163329.679943,52,97.559527
163669.586237,52,97.571868
164760.083556,52,97.584028
161112.262181,52,97.596496
165410.276758,52,97.609573
158293.41407,52,97.621613
164798.472456,52,97.633834
169842.132263,52,97.645619
165766.887434,52,97.658054
174863.99049,52,97.669789
174611.79825,52,97.681751
174665.741448,52,97.693653
172668.952179,52,97.705875
177593.516062,52,97.717759
163682.091809,52,97.729384
175289.099359,52,97.741056
169771.332209,52,97.753306
170883.546251,52,97.76535
170597.210691,52,97.780308
164872.843536,52,97.792649
175168.234351,52,97.805382
165611.504922,52,97.817956
161743.351468,52,97.830331
177629.470087,52,97.842793
162945.829317,52,97.855471
166209.58842,52,97.867683
160416.271338,52,97.879692
170691.874392,52,97.891574
142871.534353,52,97.903783
160722.884326,52,97.915517
161696.337525,52,97.927302
158390.746576,52,97.939131
158566.757582,52,97.951422
159041.187226,52,97.963198
166889.386074,52,97.974955
154235.839708,52,97.986624
158099.546443,52,97.99898
162008.937509,52,98.011067
159224.159564,52,98.023321
170507.220634,52,98.035671
163812.315664,52,98.048285
162169.626527,52,98.060434
160068.135817,52,98.073073
161098.722856,52,98.085492
156096.318425,52,98.098737
163282.191888,52,98.11114
156924.018813,52,98.12309
165376.366754,52,98.135314
